file order;h;V;C;x;y;Y;X_C;Y_C;Z_C;X_D65;Y_D65;Z_D65;R;G;B;dR;dG;dB
1186;2.5R;5;4;0,366;0,3148;19,77;0,2299;0,1977;0,2005;0,2242;0,1975;0,1845;0,6105;0,4378;0,4457;156;112;114
1187;2.5R;5;6;0,396;0,313;19,77;0,2501;0,1977;0,1838;0,2447;0,1974;0,1691;0,669;0,4104;0,4264;171;105;109
1188;2.5R;5;8;0,4252;0,3101;19,77;0,2711;0,1977;0,1688;0,2658;0,1973;0,1553;0,7224;0,3796;0,4082;184;97;104
1189;2.5R;5;10;0,4533;0,3058;19,77;0,2931;0,1977;0,1557;0,2879;0,1972;0,1433;0,7726;0,3438;0,3919;197;88;100
1190;2.5R;5;12;0,482;0,3002;19,77;0,3174;0,1977;0,1434;0,3124;0,197;0,1319;0,8231;0,2982;0,376;210;76;96
1191;2.5R;5;14;0,5047;0,295;19,77;0,3382;0,1977;0,1342;0,3333;0,1969;0,1234;0,8628;0,2515;0,3638;220;64;93
1192;2.5R;5;16;0,53;0,288;19,77;0,3638;0,1977;0,1249;0,3589;0,1967;0,1149;0,9081;0,1752;0,3514;232;45;90
1195;5R;5;2;0,3392;0,3192;19,77;0,2101;0,1977;0,2116;0,2044;0,1977;0,1947;0,5481;0,4624;0,4576;140;118;117
1196;5R;5;4;0,374;0,322;19,77;0,2296;0,1977;0,1866;0,2242;0,1976;0,1718;0,6156;0,4374;0,4285;157;112;109
1197;5R;5;6;0,4078;0,3238;19,77;0,249;0,1977;0,1639;0,2438;0,1975;0,1508;0,6735;0,4108;0,3997;172;105;102
1198;5R;5;8;0,4413;0,324;19,77;0,2693;0,1977;0,1432;0,2643;0,1975;0,1317;0,7269;0,3807;0,3714;185;97;95
1199;5R;5;10;0,4747;0,3227;19,77;0,2908;0,1977;0,1241;0,2861;0,1973;0,1141;0,7777;0,3454;0,3429;198;88;87
1200;5R;5;12;0,5071;0,3194;19,77;0,3139;0,1977;0,1074;0,3093;0,1972;0,0987;0,8266;0,3022;0,3158;211;77;81
1201;5R;5;14;0,5341;0,3158;19,77;0,3344;0,1977;0,094;0,3299;0,1971;0,0863;0,8667;0,2568;0,2922;221;65;75
1202;5R;5;16;0,5637;0,3102;19,77;0,3593;0,1977;0,0804;0,3549;0,1969;0,0738;0,9117;0,1848;0,2662;232;47;68
1203;5R;5;18;0,5918;0,3038;19,77;0,3851;0,1977;0,0679;0,3809;0,1968;0,0623;0,9551;0,0331;0,24;244;8;61
1205;7.5R;5;2;0,3425;0,3229;19,77;0,2097;0,1977;0,2049;0,2041;0,1977;0,1886;0,5501;0,4625;0,4496;140;118;115
1206;7.5R;5;4;0,3806;0,3294;19,77;0,2284;0,1977;0,1741;0,2231;0,1977;0,1602;0,6175;0,4382;0,4119;157;112;105
1207;7.5R;5;6;0,418;0,3348;19,77;0,2468;0,1977;0,146;0,2419;0,1976;0,1343;0,6749;0,4127;0,3735;172;105;95
1208;7.5R;5;8;0,4563;0,3387;19,77;0,2663;0,1977;0,1197;0,2617;0,1976;0,11;0,7283;0,3836;0,3328;186;98;85
1209;7.5R;5;10;0,4927;0,3399;19,77;0,2866;0,1977;0,0974;0,2822;0,1975;0,0895;0,7774;0,3506;0,2934;198;89;75
1210;7.5R;5;12;0,528;0,3389;19,77;0,308;0,1977;0,0776;0,3038;0,1974;0,0713;0,8241;0,3112;0,2528;210;79;64
1211;7.5R;5;14;0,559;0,337;19,77;0,3279;0,1977;0,061;0,3239;0,1973;0,056;0,8642;0,2685;0,2119;220;68;54
1212;7.5R;5;16;0,5901;0,3331;19,77;0,3502;0,1977;0,0456;0,3464;0,1972;0,0417;0,9056;0,2091;0,1648;231;53;42
1213;7.5R;5;18;0,6161;0,3277;19,77;0,3717;0,1977;0,0339;0,3679;0,197;0,031;0,9424;0,1252;0,1179;240;32;30
1215;10R;5;2;0,3465;0,3278;19,77;0,209;0,1977;0,1964;0,2034;0,1977;0,1808;0,5518;0,4629;0,4393;141;118;112
1216;10R;5;4;0,3879;0,3398;19,77;0,2257;0,1977;0,1584;0,2206;0,1978;0,1458;0,6165;0,4408;0,3901;157;112;99
1217;10R;5;6;0,4299;0,3499;19,77;0,2429;0,1977;0,1244;0,2382;0,1978;0,1144;0,6733;0,4168;0,3386;172;106;86
1218;10R;5;8;0,4713;0,3575;19,77;0,2606;0,1977;0,0947;0,2563;0,1978;0,087;0,7242;0,3904;0,2847;185;100;73
1219;10R;5;10;0,5113;0,363;19,77;0,2785;0,1977;0,0685;0,2744;0,1977;0,0628;0,7699;0,3617;0,2248;196;92;57
1220;10R;5;12;0,5481;0,366;19,77;0,2961;0,1977;0,0464;0,2923;0,1977;0,0425;0,8107;0,3307;0,1554;207;84;40
1221;10R;5;14;0,5771;0,3664;19,77;0,3114;0,1977;0,0305;0,3078;0,1976;0,0278;0,8433;0,3008;0,0722;215;77;18
1224;2.5YR;5;2;0,3506;0,3337;19,77;0,2077;0,1977;0,187;0,2023;0,1978;0,1721;0,5523;0,4639;0,4274;141;118;109
1225;2.5YR;5;4;0,3925;0,3494;19,77;0,2221;0,1977;0,146;0,2172;0,1979;0,1343;0,6119;0,4446;0,3714;156;113;95
1226;2.5YR;5;6;0,4365;0,364;19,77;0,2371;0,1977;0,1084;0,2326;0,1979;0,0996;0,6651;0,4236;0,3092;170;108;79
1227;2.5YR;5;8;0,4795;0,3758;19,77;0,2523;0,1977;0,0761;0,2482;0,1979;0,0699;0,7119;0,4012;0,2409;182;102;61
1228;2.5YR;5;10;0,5175;0,3844;19,77;0,2662;0,1977;0,0505;0,2624;0,1979;0,0462;0,7503;0,3795;0,1645;191;97;42
1229;2.5YR;5;12;0,5482;0,3909;19,77;0,2773;0,1977;0,0308;0,2737;0,1979;0,0281;0,7789;0,3611;0,0569;199;92;15
1232;5YR;5;2;0,353;0,3395;19,77;0,2056;0,1977;0,1791;0,2003;0,1979;0,1648;0,5494;0,466;0,4168;140;119;106
1233;5YR;5;4;0,3968;0,3614;19,77;0,2171;0,1977;0,1323;0,2123;0,198;0,1217;0,6039;0,4501;0,3492;154;115;89
1234;5YR;5;6;0,442;0,3808;19,77;0,2295;0,1977;0,092;0,2252;0,1981;0,0845;0,6525;0,4325;0,275;166;110;70
1235;5YR;5;8;0,483;0,396;19,77;0,2411;0,1977;0,0604;0,2373;0,1981;0,0554;0,6921;0,4155;0,1943;176;106;50
1236;5YR;5;10;0,5161;0,4064;19,77;0,2511;0,1977;0,0377;0,2475;0,1981;0,0345;0,7222;0,4006;0,0986;184;102;25
1239;7.5YR;5;2;0,354;0,3445;19,77;0,2032;0,1977;0,173;0,1979;0,1979;0,1592;0,5447;0,4685;0,4085;139;119;104
1240;7.5YR;5;4;0,3991;0,3714;19,77;0,2124;0,1977;0,1222;0,2079;0,1981;0,1123;0,5953;0,4551;0,3317;152;116;85
1241;7.5YR;5;6;0,444;0,3954;19,77;0,222;0,1977;0,0803;0,2179;0,1982;0,0737;0,6381;0,4413;0,2469;163;113;63
1242;7.5YR;5;8;0,482;0,4141;19,77;0,2301;0,1977;0,0496;0,2264;0,1983;0,0455;0,6699;0,4294;0,1526;171;109;39
1246;10YR;5;2;0,3546;0,3514;19,77;0,1995;0,1977;0,1654;0,1944;0,198;0,1522;0,5368;0,4724;0,3978;137;120;101
1247;10YR;5;4;0,3995;0,384;19,77;0,2057;0,1977;0,1115;0,2012;0,1982;0,1025;0,5806;0,4626;0,3115;148;118;79
1248;10YR;5;6;0,4428;0,4128;19,77;0,2121;0,1977;0,0692;0,2082;0,1983;0,0635;0,6164;0,4529;0,2157;157;115;55
1249;10YR;5;8;0,477;0,4338;19,77;0,2174;0,1977;0,0407;0,2138;0,1984;0,0372;0,6417;0,445;0,1046;164;113;27
1252;2.5Y;5;2;0,3534;0,357;19,77;0,1957;0,1977;0,1604;0,1907;0,198;0,1476;0,5269;0,4764;0,3903;134;121;100
1253;2.5Y;5;4;0,3968;0,3954;19,77;0,1984;0,1977;0,1039;0,1941;0,1983;0,0955;0,5624;0,4707;0,296;143;120;75
1254;2.5Y;5;6;0,438;0,4292;19,77;0,2018;0,1977;0,0612;0,198;0,1985;0,0561;0,5913;0,4647;0,1892;151;118;48
1255;2.5Y;5;8;0,4685;0,4524;19,77;0,2047;0,1977;0,0346;0,2013;0,1986;0,0316;0,6108;0,4599;0,0517;156;117;13
1258;5Y;5;2;0,35;0,362;19,77;0,1911;0,1977;0,1573;0,1861;0,1981;0,1447;0,5133;0,4814;0,3855;131;123;98
1259;5Y;5;4;0,3915;0,4057;19,77;0,1908;0,1977;0,0988;0,1865;0,1984;0,0908;0,5412;0,4791;0,2848;138;122;73
1260;5Y;5;6;0,4302;0,4435;19,77;0,1918;0,1977;0,0563;0,1881;0,1986;0,0516;0,5643;0,4759;0,1701;144;121;43
1264;7.5Y;5;2;0,347;0,364;19,77;0,1885;0,1977;0,157;0,1835;0,1981;0,1444;0,5043;0,4844;0,3848;129;124;98
1265;7.5Y;5;4;0,385;0,412;19,77;0,1847;0,1977;0,0974;0,1805;0,1985;0,0895;0,5223;0,4857;0,281;133;124;72
1266;7.5Y;5;6;0,4199;0,4551;19,77;0,1824;0,1977;0,0543;0,1787;0,1987;0,0498;0,5361;0,4863;0,1602;137;124;41
1270;10Y;5;2;0,3422;0,3648;19,77;0,1855;0,1977;0,1588;0,1804;0,1981;0,1461;0,4927;0,4878;0,3872;126;124;99
1271;10Y;5;4;0,3762;0,4158;19,77;0,1789;0,1977;0,0989;0,1746;0,1985;0,0909;0,5016;0,4922;0,2834;128;126;72
1272;10Y;5;6;0,4072;0,4621;19,77;0,1742;0,1977;0,0559;0,1705;0,1988;0,0513;0,508;0,4953;0,1647;130;126;42
1276;2.5GY;5;2;0,3352;0,3636;19,77;0,1823;0,1977;0,1638;0,1772;0,1982;0,1507;0,4783;0,4915;0,394;122;125;100
1277;2.5GY;5;4;0,3621;0,4143;19,77;0,1728;0,1977;0,1067;0,1685;0,1985;0,0981;0,4753;0,4991;0,2986;121;127;76
1278;2.5GY;5;6;0,3879;0,4646;19,77;0,1651;0,1977;0,0628;0,1613;0,1988;0,0576;0,4713;0,5053;0,1873;120;129;48
1282;5GY;5;2;0,3289;0,3612;19,77;0,18;0,1977;0,1696;0,1749;0,1981;0,1561;0,4665;0,4942;0,402;119;126;103
1283;5GY;5;4;0,3482;0,4097;19,77;0,168;0,1977;0,1168;0,1636;0,1985;0,1074;0,4509;0,5046;0,3174;115;129;81
1284;5GY;5;6;0,3663;0,4614;19,77;0,157;0,1977;0,0738;0,1531;0,1988;0,0678;0,4323;0,5142;0,2198;110;131;56
1285;5GY;5;8;0,3815;0,5093;19,77;0,1481;0,1977;0,0424;0,1446;0,1991;0,0388;0,4147;0,5219;0,0895;106;133;23
1288;7.5GY;5;2;0,3188;0,356;19,77;0,177;0,1977;0,1806;0,1718;0,1981;0,1662;0,4482;0,4979;0,4166;114;127;106
1289;7.5GY;5;4;0,3274;0,3994;19,77;0,1621;0,1977;0,1352;0,1574;0,1985;0,1244;0,4141;0,5116;0,3488;106;130;89
1290;7.5GY;5;6;0,3354;0,4483;19,77;0,1479;0,1977;0,0954;0,1438;0,1988;0,0877;0,3759;0,5243;0,2719;96;134;69
1291;7.5GY;5;8;0,3412;0,4976;19,77;0,1356;0,1977;0,064;0,1319;0,1991;0,0588;0,3353;0,5352;0,1858;86;136;47
1292;7.5GY;5;10;0,3451;0,549;19,77;0,1243;0,1977;0,0381;0,1209;0,1993;0,0349;0,2894;0,5451;0,0381;74;139;10
1295;10GY;5;2;0,311;0,3508;19,77;0,1753;0,1977;0,1906;0,1699;0,1981;0,1754;0,4347;0,5002;0,4295;111;128;110
1296;10GY;5;4;0,3111;0,3881;19,77;0,1585;0,1977;0,1532;0,1536;0,1984;0,141;0,3847;0,5161;0,3766;98;132;96
1297;10GY;5;6;0,3108;0,4301;19,77;0,1429;0,1977;0,1191;0,1384;0,1987;0,1095;0,3292;0,5303;0,3189;84;135;81
1298;10GY;5;8;0,308;0,4759;19,77;0,128;0,1977;0,0898;0,1239;0,199;0,0825;0,259;0,5436;0,2564;66;139;65
1299;10GY;5;10;0,3028;0,5237;19,77;0,1143;0,1977;0,0655;0,1106;0,1993;0,0601;0,1609;0,5555;0,1865;41;142;48
1304;2.5G;5;2;0,303;0,3445;19,77;0,1739;0,1977;0,2023;0,1683;0,198;0,1862;0,4213;0,5022;0,4439;107;128;113
1305;2.5G;5;4;0,2943;0,3735;19,77;0,1558;0,1977;0,1758;0,1506;0,1983;0,1618;0,3533;0,5198;0,4086;90;133;104
1306;2.5G;5;6;0,2841;0,4045;19,77;0,1389;0,1977;0,1522;0,134;0,1986;0,14;0,2698;0,5356;0,3733;69;137;95
1307;2.5G;5;8;0,271;0,438;19,77;0,1223;0,1977;0,1313;0,1178;0,1989;0,1208;0,1321;0,5506;0,3383;34;140;86
1318;5G;5;2;0,2978;0,3392;19,77;0,1736;0,1977;0,2116;0,1679;0,198;0,1947;0,4137;0,503;0,4551;105;128;116
1319;5G;5;4;0,2841;0,3628;19,77;0,1548;0,1977;0,1924;0,1494;0,1983;0,1771;0,3339;0,5215;0,4302;85;133;110
1320;5G;5;6;0,269;0,386;19,77;0,1378;0,1977;0,1767;0,1326;0,1985;0,1626;0,2309;0,5377;0,4083;59;137;104
1332;7.5G;5;2;0,2945;0,3355;19,77;0,1735;0,1977;0,218;0,1678;0,198;0,2007;0,4091;0,5033;0,4627;104;128;118
1333;7.5G;5;4;0,2775;0,3545;19,77;0,1548;0,1977;0,2052;0,1492;0,1982;0,1889;0,3221;0,5221;0,4462;82;133;114
1334;7.5G;5;6;0,2598;0,3724;19,77;0,1379;0,1977;0,1953;0,1325;0,1984;0,1797;0,2056;0,5383;0,4326;52;137;110
1346;10G;5;2;0,291;0,331;19,77;0,1738;0,1977;0,2258;0,168;0,1979;0,2078;0,405;0,5033;0,4716;103;128;120
1347;10G;5;4;0,2711;0,3455;19,77;0,1551;0,1977;0,2194;0,1494;0,1981;0,202;0,3111;0,5223;0,463;79;133;118
1348;10G;5;6;0,2519;0,3587;19,77;0,1388;0,1977;0,2146;0,1332;0,1983;0,1976;0,1839;0,5382;0,4563;47;137;116
1360;2.5BG;5;2;0,288;0,327;19,77;0,1741;0,1977;0,2328;0,1682;0,1979;0,2143;0,4016;0,5033;0,4794;102;128;122
1361;2.5BG;5;4;0,2659;0,3369;19,77;0,156;0,1977;0,2331;0,1501;0,1981;0,2146;0,3037;0,522;0,4786;77;133;122
1362;2.5BG;5;6;0,2448;0,3452;19,77;0,1402;0,1977;0,2348;0,1343;0,1982;0,2162;0,1632;0,5377;0,4795;42;137;122
1372;5BG;5;2;0,2841;0,321;19,77;0,175;0,1977;0,2432;0,1689;0,1978;0,2239;0,3982;0,5029;0,4909;102;128;125
1373;5BG;5;4;0,2591;0,3246;19,77;0,1578;0,1977;0,2536;0,1516;0,1979;0,2334;0,2949;0,5211;0,5008;75;133;128
1374;5BG;5;6;0,236;0,327;19,77;0,1427;0,1977;0,2642;0,1364;0,198;0,2433;0,1349;0,5365;0,511;34;137;130
1383;7.5BG;5;2;0,2812;0,3161;19,77;0,1759;0,1977;0,2519;0,1697;0,1978;0,2319;0,3962;0,5023;0,5002;101;128;128
1384;7.5BG;5;4;0,255;0,315;19,77;0,16;0,1977;0,2699;0,1537;0,1978;0,2485;0,2932;0,5195;0,5178;75;132;132
1385;7.5BG;5;6;0,2292;0,3125;19,77;0,145;0,1977;0,2899;0,1384;0,1979;0,267;0,1071;0,5353;0,5366;27;137;137
1392;10BG;5;2;0,2796;0,3111;19,77;0,1777;0,1977;0,2601;0,1714;0,1977;0,2395;0,3988;0,5008;0,5089;102;128;130
1393;10BG;5;4;0,2512;0,304;19,77;0,1634;0,1977;0,2893;0,1567;0,1977;0,2664;0,2957;0,5169;0,537;75;132;137
1394;10BG;5;6;0,2234;0,2952;19,77;0,1496;0,1977;0,3224;0,1426;0,1977;0,2969;0,1006;0,5321;0,5671;26;136;145
1400;2.5B;5;2;0,2791;0,3071;19,77;0,1797;0,1977;0,2664;0,1733;0,1977;0,2453;0,4036;0,4989;0,5154;103;127;131
1401;2.5B;5;4;0,2492;0,2954;19,77;0,1668;0,1977;0,3048;0,1599;0,1976;0,2807;0,3027;0,5141;0,5519;77;131;141
1402;2.5B;5;6;0,221;0,2823;19,77;0,1548;0,1977;0,3478;0,1474;0,1975;0,3204;0,1248;0,5281;0,5896;32;135;150
1408;5B;5;2;0,2794;0,3032;19,77;0,1822;0,1977;0,2722;0,1757;0,1976;0,2506;0,411;0,4965;0,5214;105;127;133
1409;5B;5;4;0,2493;0,2879;19,77;0,1712;0,1977;0,3178;0,1642;0,1975;0,2927;0,3181;0,5101;0,5641;81;130;144
1410;5B;5;6;0,2215;0,2701;19,77;0,1621;0,1977;0,3721;0,1544;0,1973;0,3427;0,1764;0,5217;0,6102;45;133;156
1416;7.5B;5;2;0,2803;0,3;19,77;0,1847;0,1977;0,2766;0,1782;0,1976;0,2547;0,4193;0,494;0,5259;107;126;134
1417;7.5B;5;4;0,2511;0,2808;19,77;0,1768;0,1977;0,3296;0,1696;0,1974;0,3035;0,3404;0,5048;0,5749;87;129;147
1418;7.5B;5;6;0,2248;0,2612;19,77;0,1701;0,1977;0,389;0,1622;0,1971;0,3583;0,2319;0,5143;0,6242;59;131;159
1424;10B;5;2;0,2821;0,2966;19,77;0,188;0,1977;0,2808;0,1815;0,1975;0,2586;0,4308;0,4906;0,5303;110;125;135
1425;10B;5;4;0,2547;0,2757;19,77;0,1826;0,1977;0,3367;0,1754;0,1973;0,3101;0,3661;0,4989;0,5814;93;127;148
1426;10B;5;6;0,2299;0,2548;19,77;0,1784;0,1977;0,3998;0,1703;0,197;0,3683;0,2836;0,5062;0,6331;72;129;161
1427;10B;5;8;0,2067;0,2344;19,77;0,1743;0,1977;0,4714;0,1653;0,1967;0,4342;0,1377;0,5135;0,6858;35;131;175
1433;2.5PB;5;2;0,2847;0,2942;19,77;0,1913;0,1977;0,283;0,1847;0,1975;0,2606;0,4431;0,4871;0,5325;113;124;136
1434;2.5PB;5;4;0,26;0,272;19,77;0,189;0,1977;0,3402;0,1816;0,1972;0,3133;0,3948;0,4923;0,5847;101;126;149
1435;2.5PB;5;6;0,2365;0,2488;19,77;0,1879;0,1977;0,409;0,1797;0,1969;0,3767;0,3351;0,4965;0,6406;85;127;163
1436;2.5PB;5;8;0,2157;0,2278;19,77;0,1872;0,1977;0,483;0,178;0,1965;0,4449;0,2552;0,5006;0,6944;65;128;177
1437;2.5PB;5;10;0,1968;0,2078;19,77;0,1872;0,1977;0,5665;0,177;0,1961;0,5219;0,1114;0,5043;0,7493;28;129;191
1442;5PB;5;2;0,2882;0,2923;19,77;0,1949;0,1977;0,2837;0,1883;0,1974;0,2613;0,4571;0,4831;0,5335;117;123;136
1443;5PB;5;4;0,2662;0,2687;19,77;0,1959;0,1977;0,3422;0,1885;0,1971;0,3152;0,4244;0,4848;0,5868;108;124;150
1444;5PB;5;6;0,2447;0,2449;19,77;0,1975;0,1977;0,412;0,1893;0,1968;0,3795;0,3835;0,4862;0,6434;98;124;164
1445;5PB;5;8;0,2255;0,2239;19,77;0,1991;0,1977;0,4862;0,1899;0,1964;0,4479;0,332;0,4879;0,6971;85;124;178
1446;5PB;5;10;0,208;0,2041;19,77;0,2015;0,1977;0,5695;0,1912;0,196;0,5246;0,264;0,4891;0,7517;67;125;192
1447;5PB;5;12;0,1918;0,1858;19,77;0,2041;0,1977;0,6623;0,1926;0,1955;0,6102;0,1489;0,4906;0,807;38;125;206
1451;7.5PB;5;2;0,2918;0,2908;19,77;0,1984;0,1977;0,2838;0,1917;0,1974;0,2613;0,4704;0,4793;0,5337;120;122;136
1452;7.5PB;5;4;0,2739;0,2666;19,77;0,2031;0,1977;0,3407;0,1957;0,1971;0,3138;0,4552;0,4766;0,5859;116;122;149
1453;7.5PB;5;6;0,2563;0,2417;19,77;0,2096;0,1977;0,4106;0,2014;0,1967;0,3782;0,4387;0,4726;0,6428;112;121;164
1454;7.5PB;5;8;0,2417;0,2204;19,77;0,2168;0,1977;0,4825;0,2076;0,1963;0,4445;0,4228;0,4678;0,6953;108;119;177
1455;7.5PB;5;10;0,2285;0,202;19,77;0,2236;0,1977;0,5574;0,2134;0,1958;0,5135;0,4025;0,4635;0,745;103;118;190
1456;7.5PB;5;12;0,2157;0,183;19,77;0,233;0,1977;0,6496;0,2216;0,1953;0,5985;0,3805;0,457;0,8008;97;117;204
1457;7.5PB;5;14;0,2042;0,1661;19,77;0,243;0,1977;0,7495;0,2304;0,1947;0,6906;0,354;0,45;0,8559;90;115;218
1458;7.5PB;5;16;0,1945;0,1511;19,77;0,2545;0,1977;0,8562;0,2404;0,1941;0,7889;0,3271;0,4415;0,9102;83;113;232
1459;7.5PB;5;18;0,1862;0,1365;19,77;0,2697;0,1977;0,981;0,254;0,1933;0,9039;0,3039;0,4289;0,9686;77;109;247
1460;7.5PB;5;20;0,1794;0,1239;19,77;0,2863;0,1977;1,1117;0,2688;0,1925;1,0244;0,2817;0,4143;1;72;106;255
1461;10PB;5;2;0,2959;0,2905;19,77;0,2014;0,1977;0,2815;0,1948;0,1974;0,2592;0,4828;0,4758;0,5317;123;121;136
1462;10PB;5;4;0,2821;0,2659;19,77;0,2097;0,1977;0,3361;0,2024;0,197;0,3095;0,4831;0,4688;0,5822;123;120;148
1463;10PB;5;6;0,2686;0,2412;19,77;0,2202;0,1977;0,4018;0,212;0,1966;0,3701;0,4847;0,4599;0,6365;124;117;162
1464;10PB;5;8;0,2572;0,2211;19,77;0,23;0,1977;0,4665;0,2209;0,1962;0,4297;0,4846;0,4514;0,6847;124;115;175
1465;10PB;5;10;0,2478;0,203;19,77;0,2413;0,1977;0,5349;0,2314;0,1958;0,4927;0,4881;0,441;0,7312;124;112;186
1466;10PB;5;12;0,2384;0,1857;19,77;0,2538;0,1977;0,6131;0,2428;0,1953;0,5649;0,4903;0,4294;0,7802;125;109;199
1467;10PB;5;14;0,2299;0,1698;19,77;0,2677;0,1977;0,6989;0,2556;0,1947;0,644;0,4932;0,4159;0,8296;126;106;212
1468;10PB;5;16;0,2224;0,1555;19,77;0,2828;0,1977;0,7909;0,2695;0,1941;0,7287;0,4972;0,4006;0,8786;127;102;224
1469;10PB;5;18;0,2174;0,1444;19,77;0,2976;0,1977;0,8738;0,2833;0,1936;0,8051;0,5052;0,3842;0,9199;129;98;235
1470;10PB;5;20;0,2121;0,1329;19,77;0,3155;0,1977;0,9744;0,2998;0,1929;0,8978;0,5141;0,3634;0,9669;131;93;247
1471;10PB;5;22;0,2082;0,1225;19,77;0,336;0,1977;1,0802;0,3189;0,1922;0,9953;0,5288;0,3368;1;135;86;255
1472;2.5P;5;2;0,3;0,2912;19,77;0,2037;0,1977;0,2775;0,1971;0,1974;0,2556;0,4933;0,473;0,5279;126;121;135
1473;2.5P;5;4;0,2898;0,2667;19,77;0,2148;0,1977;0,3288;0,2076;0,197;0,3028;0,5052;0,4626;0,5761;129;118;147
1474;2.5P;5;6;0,2806;0,2444;19,77;0,227;0,1977;0,3842;0,219;0,1966;0,3539;0,5179;0,4509;0,6231;132;115;159
1475;2.5P;5;8;0,2728;0,224;19,77;0,2408;0,1977;0,4441;0,232;0,1962;0,4091;0,5333;0,437;0,6691;136;111;171
1476;2.5P;5;10;0,2665;0,2075;19,77;0,2539;0,1977;0,5012;0,2444;0,1958;0,4617;0,5476;0,4232;0,7095;140;108;181
1477;2.5P;5;12;0,2608;0,1913;19,77;0,2695;0,1977;0,5662;0,2591;0,1954;0,5216;0,5651;0,4059;0,7522;144;104;192
1478;2.5P;5;14;0,256;0,1774;19,77;0,2853;0,1977;0,6314;0,274;0,1949;0,5817;0,5824;0,3874;0,792;149;99;202
1479;2.5P;5;16;0,2515;0,1644;19,77;0,3024;0,1977;0,7024;0,2902;0,1944;0,6472;0,6005;0,3659;0,8326;153;93;212
1480;2.5P;5;18;0,2476;0,1532;19,77;0,3195;0,1977;0,7732;0,3064;0,1939;0,7125;0,6177;0,343;0,8706;158;87;222
1481;2.5P;5;20;0,2438;0,1419;19,77;0,3397;0,1977;0,8559;0,3254;0,1933;0,7886;0,6377;0,3132;0,9124;163;80;233
1482;2.5P;5;22;0,2402;0,1315;19,77;0,3611;0,1977;0,9446;0,3457;0,1926;0,8704;0,6578;0,2773;0,9547;168;71;243
1483;2.5P;5;24;0,2372;0,1223;19,77;0,3834;0,1977;1,0354;0,3668;0,192;0,9541;0,6784;0,2329;0,9955;173;59;254
1484;2.5P;5;26;0,2348;0,114;19,77;0,4072;0,1977;1,1293;0,3893;0,1913;1,0406;0,7005;0,171;1;179;44;255
1485;5P;5;2;0,3045;0,2928;19,77;0,2056;0,1977;0,2719;0,1991;0,1974;0,2504;0,5031;0,4705;0,5225;128;120;133
1486;5P;5;4;0,2986;0,2699;19,77;0,2187;0,1977;0,3161;0,2116;0,1971;0,2911;0,5249;0,4573;0,565;134;117;144
1487;5P;5;6;0,2932;0,2487;19,77;0,2331;0,1977;0,3642;0,2253;0,1967;0,3354;0,5475;0,4424;0,6071;140;113;155
1488;5P;5;8;0,2885;0,2296;19,77;0,2484;0,1977;0,4149;0,24;0,1963;0,3822;0,5707;0,4256;0,6479;146;109;165
1489;5P;5;10;0,2845;0,2137;19,77;0,2632;0,1977;0,4642;0,2541;0,1959;0,4276;0,5919;0,4087;0,6845;151;104;175
1490;5P;5;12;0,2806;0,1977;19,77;0,2806;0,1977;0,5217;0,2708;0,1955;0,4806;0,6158;0,3875;0,7242;157;99;185
1491;5P;5;14;0,2775;0,1847;19,77;0,297;0,1977;0,5757;0,2865;0,1951;0,5303;0,6375;0,3661;0,759;163;93;194
1492;5P;5;16;0,2744;0,1718;19,77;0,3158;0,1977;0,6373;0,3044;0,1946;0,5871;0,6611;0,3396;0,7965;169;87;203
1493;5P;5;18;0,2718;0,1604;19,77;0,335;0,1977;0,6998;0,3228;0,1941;0,6448;0,6844;0,3096;0,8322;175;79;212
1494;5P;5;20;0,2694;0,1499;19,77;0,3553;0,1977;0,7659;0,3422;0,1936;0,7056;0,708;0,2736;0,8679;181;70;221
1495;5P;5;22;0,2673;0,1398;19,77;0,378;0,1977;0,8385;0,3639;0,193;0,7725;0,7337;0,2251;0,9051;187;57;231
1496;5P;5;24;0,2652;0,1304;19,77;0,4021;0,1977;0,9163;0,3869;0,1924;0,8443;0,7593;0,156;0,9428;194;40;240
1497;5P;5;26;0,2635;0,1224;19,77;0,4256;0,1977;0,9919;0,4095;0,1918;0,914;0,7836;0,0036;0,9776;200;1;249
1499;7.5P;5;2;0,3103;0,2959;19,77;0,2073;0,1977;0,2631;0,2009;0,1974;0,2422;0,5136;0,4681;0,5137;131;119;131
1500;7.5P;5;4;0,31;0,275;19,77;0,2229;0,1977;0,2983;0,216;0,1971;0,2747;0,5468;0,4515;0,549;139;115;140
1501;7.5P;5;6;0,3093;0,2555;19,77;0,2393;0,1977;0,3367;0,2319;0,1968;0,3101;0,5789;0,4331;0,5843;148;110;149
1502;7.5P;5;8;0,3087;0,2375;19,77;0,257;0,1977;0,3778;0,249;0,1964;0,3479;0,611;0,4122;0,6193;156;105;158
1503;7.5P;5;10;0,308;0,223;19,77;0,2731;0,1977;0,4158;0,2646;0,1961;0,383;0,6383;0,392;0,6496;163;100;166
1504;7.5P;5;12;0,3071;0,208;19,77;0,2919;0,1977;0,4609;0,2828;0,1957;0,4245;0,6682;0,3666;0,6833;170;93;174
1505;7.5P;5;14;0,3068;0,1951;19,77;0,3109;0,1977;0,5047;0,3012;0,1953;0,465;0,6973;0,3384;0,7141;178;86;182
